Column,Word1,Word2
description,d,is
description,is,a
description,a,serious
description,serious,liver
description,liver,disease
description,disease,caused
description,caused,by
description,by,the
description,the,hepatitis
description,hepatitis,d
description,d,virus
description,hepatitis,e
description,e,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,causes
description,causes,liver
description,liver,inflammation
description,alcoholic,hepatitis
description,hepatitis,is
description,is,inflammation
description,inflammation,of
description,of,the
description,the,liver
description,liver,due
description,due,to
description,to,alcohol
description,alcohol,consumption
description,tuberculosis,is
description,is,a
description,a,bacterial
description,bacterial,infection
description,infection,that
description,that,primarily
description,primarily,affects
description,affects,the
description,the,lungs
description,common,cold
description,cold,is
description,is,a
description,a,viral
description,viral,infection
description,infection,of
description,of,the
description,the,upper
description,upper,respiratory
description,respiratory,tract
description,pneumonia,is
description,is,an
description,an,inflammatory
description,inflammatory,condition
description,condition,affecting
description,affecting,the
description,the,air
description,air,sacs
description,sacs,in
description,in,the
description,the,lungs
description,dimorphic,hemmorhoids
description,hemmorhoids,piles
description,piles,is
description,is,a
description,a,condition
description,condition,characterized
description,characterized,by
description,by,swollen
description,swollen,blood
description,blood,vessels
description,vessels,in
description,in,the
description,the,rectum
description,heart,attack
description,attack,is
description,is,a
description,a,sudden
description,sudden,and
description,and,severe
description,severe,reduction
description,reduction,in
description,in,blood
description,blood,flow
description,flow,to
description,to,the
description,the,heart
description,heart,muscle
description,varicose,veins
description,veins,are
description,are,enlarged
description,enlarged,twisted
description,twisted,veins
description,veins,that
description,that,usually
description,usually,appear
description,appear,on
description,on,the
description,the,legs
description,hypothyroidism,is
description,is,a
description,a,condition
description,condition,where
description,where,the
description,the,thyroid
description,thyroid,gland
description,gland,doesn
description,doesn,t
description,t,produce
description,produce,enough
description,enough,thyroid
description,thyroid,hormone
description,hyperthyroidism,is
description,is,a
description,a,condition
description,condition,where
description,where,the
description,the,thyroid
description,thyroid,gland
description,gland,produces
description,produces,too
description,too,much
description,much,thyroid
description,thyroid,hormone
description,hypoglycemia,is
description,is,a
description,a,condition
description,condition,characterized
description,characterized,by
description,by,abnormally
description,abnormally,low
description,low,blood
description,blood,sugar
description,sugar,levels
description,osteoarthristis,is
description,is,a
description,a,degenerative
description,degenerative,joint
description,joint,disease
description,disease,that
description,that,affects
description,affects,the
description,the,cartilage
description,cartilage,in
description,in,joints
description,arthritis,is
description,is,inflammation
description,inflammation,of
description,of,one
description,one,or
description,or,more
description,more,joints
description,joints,causing
description,causing,pain
description,pain,and
description,and,stiffness
description,acne,is
description,is,a
description,a,skin
description,skin,condition
description,condition,that
description,that,occurs
description,occurs,when
description,when,hair
description,hair,follicles
description,follicles,become
description,become,clogged
description,clogged,with
description,with,oil
description,oil,and
description,and,dead
description,dead,skin
description,skin,cells
description,urinary,tract
description,tract,infection
description,infection,is
description,is,an
description,an,infection
description,infection,in
description,in,any
description,any,part
description,part,of
description,of,the
description,the,urinary
description,urinary,system
description,psoriasis,is
description,is,a
description,a,chronic
description,chronic,skin
description,skin,condition
description,condition,characterized
description,characterized,by
description,by,red
description,red,itchy
description,itchy,and
description,and,scaly
description,scaly,patches
description,impetigo,is
description,is,a
description,a,highly
description,highly,contagious
description,contagious,skin
description,skin,infection
description,infection,causing
description,causing,red
description,red,sores
description,sores,that
description,that,can
description,can,break
description,break,open
description,fungal,infection
description,infection,is
description,is,a
description,a,common
description,common,skin
description,skin,condition
description,condition,caused
description,caused,by
description,by,fungi
description,allergy,is
description,is,an
description,an,immune
description,immune,system
description,system,reaction
description,reaction,to
description,to,a
description,a,substance
description,substance,in
description,in,the
description,the,environment
description,gerd,gastroesophageal
description,gastroesophageal,reflux
description,reflux,disease
description,disease,is
description,is,a
description,a,digestive
description,digestive,disorder
description,disorder,that
description,that,affects
description,affects,the
description,the,lower
description,lower,esophageal
description,esophageal,sphincter
description,chronic,cholestasis
description,cholestasis,is
description,is,a
description,a,condition
description,condition,where
description,where,bile
description,bile,flow
description,flow,from
description,from,the
description,the,liver
description,liver,is
description,is,reduced
description,reduced,for
description,for,a
description,a,prolonged
description,prolonged,period
description,drug,reaction
description,reaction,occurs
description,occurs,when
description,when,the
description,the,body
description,body,reacts
description,reacts,adversely
description,adversely,to
description,to,a
description,a,medication
description,aids,acquired
description,acquired,immunodeficiency
description,immunodeficiency,syndrome
description,syndrome,is
description,is,a
description,a,disease
description,disease,caused
description,caused,by
description,by,hiv
description,hiv,that
description,that,weakens
description,weakens,the
description,the,immune
description,immune,system
description,gastroenteritis,is
description,is,an
description,an,inflammation
description,inflammation,of
description,of,the
description,the,stomach
description,stomach,and
description,and,intestines
description,intestines,typically
description,typically,caused
description,caused,by
description,by,a
description,a,virus
description,virus,or
description,or,bacteria
description,bronchial,asthma
description,asthma,is
description,is,a
description,a,respiratory
description,respiratory,condition
description,condition,characterized
description,characterized,by
description,by,inflammation
description,inflammation,of
description,of,the
description,the,airways
description,migraine,is
description,is,a
description,a,type
description,type,of
description,of,headache
description,headache,that
description,that,often
description,often,involves
description,involves,severe
description,severe,pain
description,pain,and
description,and,sensitivity
description,sensitivity,to
description,to,light
description,light,and
description,and,sound
description,cervical,spondylosis
description,spondylosis,is
description,is,a
description,a,degenerative
description,degenerative,condition
description,condition,of
description,of,the
description,the,cervical
description,cervical,spine
description,paralysis,brain
description,brain,hemorrhage
description,hemorrhage,refers
description,refers,to
description,to,the
description,the,loss
description,loss,of
description,of,muscle
description,muscle,function
description,function,due
description,due,to
description,to,bleeding
description,bleeding,in
description,in,the
description,the,brain
description,jaundice,is
description,is,a
description,a,yellow
description,yellow,discoloration
description,discoloration,of
description,of,the
description,the,skin
description,skin,and
description,and,eyes
description,eyes,often
description,often,indicating
description,indicating,liver
description,liver,problems
description,malaria,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,infectious
description,infectious,disease
description,disease,affecting
description,affecting,humans
description,humans,and
description,and,other
description,other,animals
description,chicken,pox
description,pox,is
description,is,a
description,a,highly
description,highly,contagious
description,contagious,viral
description,viral,infection
description,infection,causing
description,causing,an
description,an,itchy
description,itchy,rash
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,typhoid,is
description,is,a
description,a,bacterial
description,bacterial,infection
description,infection,that
description,that,can
description,can,lead
description,lead,to
description,to,a
description,a,high
description,high,fever
description,fever,and
description,and,gastrointestinal
description,gastrointestinal,symptoms
description,hepatitis,a
description,a,is
description,is,a
description,a,viral
description,viral,liver
description,liver,disease
description,hepatitis,b
description,b,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,attacks
description,attacks,the
description,the,liver
description,hepatitis,c
description,c,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,causes
description,causes,liver
description,liver,inflammation
description,hepatitis,d
description,d,is
description,is,a
description,a,serious
description,serious,liver
description,liver,disease
description,disease,caused
description,caused,by
description,by,the
description,the,hepatitis
description,hepatitis,d
description,d,virus
description,hepatitis,e
description,e,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,causes
description,causes,liver
description,liver,inflammation
description,alcoholic,hepatitis
description,hepatitis,is
description,is,inflammation
description,inflammation,of
description,of,the
description,the,liver
description,liver,due
description,due,to
description,to,alcohol
description,alcohol,consumption
description,tuberculosis,is
description,is,a
description,a,bacterial
description,bacterial,infection
description,infection,that
description,that,primarily
description,primarily,affects
description,affects,the
description,the,lungs
description,common,cold
description,cold,is
description,is,a
description,a,viral
description,viral,infection
description,infection,of
description,of,the
description,the,upper
description,upper,respiratory
description,respiratory,tract
description,pneumonia,is
description,is,an
description,an,inflammatory
description,inflammatory,condition
description,condition,affecting
description,affecting,the
description,the,air
description,air,sacs
description,sacs,in
description,in,the
description,the,lungs
description,dimorphic,hemmorhoids
description,hemmorhoids,piles
description,piles,is
description,is,a
description,a,condition
description,condition,characterized
description,characterized,by
description,by,swollen
description,swollen,blood
description,blood,vessels
description,vessels,in
description,in,the
description,the,rectum
description,heart,attack
description,attack,is
description,is,a
description,a,sudden
description,sudden,and
description,and,severe
description,severe,reduction
description,reduction,in
description,in,blood
description,blood,flow
description,flow,to
description,to,the
description,the,heart
description,heart,muscle
description,varicose,veins
description,veins,are
description,are,enlarged
description,enlarged,twisted
description,twisted,veins
description,veins,that
description,that,usually
description,usually,appear
description,appear,on
description,on,the
description,the,legs
description,hypothyroidism,is
description,is,a
description,a,condition
description,condition,where
description,where,the
description,the,thyroid
description,thyroid,gland
description,gland,doesn
description,doesn,t
description,t,produce
description,produce,enough
description,enough,thyroid
description,thyroid,hormone
description,hyperthyroidism,is
description,is,a
description,a,condition
description,condition,where
description,where,the
description,the,thyroid
description,thyroid,gland
description,gland,produces
description,produces,too
description,too,much
description,much,thyroid
description,thyroid,hormone
description,hypoglycemia,is
description,is,a
description,a,condition
description,condition,characterized
description,characterized,by
description,by,abnormally
description,abnormally,low
description,low,blood
description,blood,sugar
description,sugar,levels
description,osteoarthristis,is
description,is,a
description,a,degenerative
description,degenerative,joint
description,joint,disease
description,disease,that
description,that,affects
description,affects,the
description,the,cartilage
description,cartilage,in
description,in,joints
description,arthritis,is
description,is,inflammation
description,inflammation,of
description,of,one
description,one,or
description,or,more
description,more,joints
description,joints,causing
description,causing,pain
description,pain,and
description,and,stiffness
description,acne,is
description,is,a
description,a,skin
description,skin,condition
description,condition,that
description,that,occurs
description,occurs,when
description,when,hair
description,hair,follicles
description,follicles,become
description,become,clogged
description,clogged,with
description,with,oil
description,oil,and
description,and,dead
description,dead,skin
description,skin,cells
description,urinary,tract
description,tract,infection
description,infection,is
description,is,an
description,an,infection
description,infection,in
description,in,any
description,any,part
description,part,of
description,of,the
description,the,urinary
description,urinary,system
description,psoriasis,is
description,is,a
description,a,chronic
description,chronic,skin
description,skin,condition
description,condition,characterized
description,characterized,by
description,by,red
description,red,itchy
description,itchy,and
description,and,scaly
description,scaly,patches
description,impetigo,is
description,is,a
description,a,highly
description,highly,contagious
description,contagious,skin
description,skin,infection
description,infection,causing
description,causing,red
description,red,sores
description,sores,that
description,that,can
description,can,break
description,break,open
description,fungal,infection
description,infection,is
description,is,a
description,a,common
description,common,skin
description,skin,condition
description,condition,caused
description,caused,by
description,by,fungi
description,allergy,is
description,is,an
description,an,immune
description,immune,system
description,system,reaction
description,reaction,to
description,to,a
description,a,substance
description,substance,in
description,in,the
description,the,environment
description,gerd,gastroesophageal
description,gastroesophageal,reflux
description,reflux,disease
description,disease,is
description,is,a
description,a,digestive
description,digestive,disorder
description,disorder,that
description,that,affects
description,affects,the
description,the,lower
description,lower,esophageal
description,esophageal,sphincter
description,chronic,cholestasis
description,cholestasis,is
description,is,a
description,a,condition
description,condition,where
description,where,bile
description,bile,flow
description,flow,from
description,from,the
description,the,liver
description,liver,is
description,is,reduced
description,reduced,for
description,for,a
description,a,prolonged
description,prolonged,period
description,drug,reaction
description,reaction,occurs
description,occurs,when
description,when,the
description,the,body
description,body,reacts
description,reacts,adversely
description,adversely,to
description,to,a
description,a,medication
description,aids,acquired
description,acquired,immunodeficiency
description,immunodeficiency,syndrome
description,syndrome,is
description,is,a
description,a,disease
description,disease,caused
description,caused,by
description,by,hiv
description,hiv,that
description,that,weakens
description,weakens,the
description,the,immune
description,immune,system
description,gastroenteritis,is
description,is,an
description,an,inflammation
description,inflammation,of
description,of,the
description,the,stomach
description,stomach,and
description,and,intestines
description,intestines,typically
description,typically,caused
description,caused,by
description,by,a
description,a,virus
description,virus,or
description,or,bacteria
description,bronchial,asthma
description,asthma,is
description,is,a
description,a,respiratory
description,respiratory,condition
description,condition,characterized
description,characterized,by
description,by,inflammation
description,inflammation,of
description,of,the
description,the,airways
description,migraine,is
description,is,a
description,a,type
description,type,of
description,of,headache
description,headache,that
description,that,often
description,often,involves
description,involves,severe
description,severe,pain
description,pain,and
description,and,sensitivity
description,sensitivity,to
description,to,light
description,light,and
description,and,sound
description,cervical,spondylosis
description,spondylosis,is
description,is,a
description,a,degenerative
description,degenerative,condition
description,condition,of
description,of,the
description,the,cervical
description,cervical,spine
description,paralysis,brain
description,brain,hemorrhage
description,hemorrhage,refers
description,refers,to
description,to,the
description,the,loss
description,loss,of
description,of,muscle
description,muscle,function
description,function,due
description,due,to
description,to,bleeding
description,bleeding,in
description,in,the
description,the,brain
description,jaundice,is
description,is,a
description,a,yellow
description,yellow,discoloration
description,discoloration,of
description,of,the
description,the,skin
description,skin,and
description,and,eyes
description,eyes,often
description,often,indicating
description,indicating,liver
description,liver,problems
description,malaria,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,infectious
description,infectious,disease
description,disease,affecting
description,affecting,humans
description,humans,and
description,and,other
description,other,animals
description,chicken,pox
description,pox,is
description,is,a
description,a,highly
description,highly,contagious
description,contagious,viral
description,viral,infection
description,infection,causing
description,causing,an
description,an,itchy
description,itchy,rash
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,typhoid,is
description,is,a
description,a,bacterial
description,bacterial,infection
description,infection,that
description,that,can
description,can,lead
description,lead,to
description,to,a
description,a,high
description,high,fever
description,fever,and
description,and,gastrointestinal
description,gastrointestinal,symptoms
description,hepatitis,a
description,a,is
description,is,a
description,a,viral
description,viral,liver
description,liver,disease
description,hepatitis,b
description,b,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,attacks
description,attacks,the
description,the,liver
description,hepatitis,c
description,c,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,causes
description,causes,liver
description,liver,inflammation
description,hepatitis,d
description,d,is
description,is,a
description,a,serious
description,serious,liver
description,liver,disease
description,disease,caused
description,caused,by
description,by,the
description,the,hepatitis
description,hepatitis,d
description,d,virus
description,hepatitis,e
description,e,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,causes
description,causes,liver
description,liver,inflammation
description,alcoholic,hepatitis
description,hepatitis,is
description,is,inflammation
description,inflammation,of
description,of,the
description,the,liver
description,liver,due
description,due,to
description,to,alcohol
description,alcohol,consumption
description,tuberculosis,is
description,is,a
description,a,bacterial
description,bacterial,infection
description,infection,that
description,that,primarily
description,primarily,affects
description,affects,the
description,the,lungs
description,common,cold
description,cold,is
description,is,a
description,a,viral
description,viral,infection
description,infection,of
description,of,the
description,the,upper
description,upper,respiratory
description,respiratory,tract
description,pneumonia,is
description,is,an
description,an,inflammatory
description,inflammatory,condition
description,condition,affecting
description,affecting,the
description,the,air
description,air,sacs
description,sacs,in
description,in,the
description,the,lungs
description,dimorphic,hemmorhoids
description,hemmorhoids,piles
description,piles,is
description,is,a
description,a,condition
description,condition,characterized
description,characterized,by
description,by,swollen
description,swollen,blood
description,blood,vessels
description,vessels,in
description,in,the
description,the,rectum
description,heart,attack
description,attack,is
description,is,a
description,a,sudden
description,sudden,and
description,and,severe
description,severe,reduction
description,reduction,in
description,in,blood
description,blood,flow
description,flow,to
description,to,the
description,the,heart
description,heart,muscle
description,varicose,veins
description,veins,are
description,are,enlarged
description,enlarged,twisted
description,twisted,veins
description,veins,that
description,that,usually
description,usually,appear
description,appear,on
description,on,the
description,the,legs
description,hypothyroidism,is
description,is,a
description,a,condition
description,condition,where
description,where,the
description,the,thyroid
description,thyroid,gland
description,gland,doesn
description,doesn,t
description,t,produce
description,produce,enough
description,enough,thyroid
description,thyroid,hormone
description,hyperthyroidism,is
description,is,a
description,a,condition
description,condition,where
description,where,the
description,the,thyroid
description,thyroid,gland
description,gland,produces
description,produces,too
description,too,much
description,much,thyroid
description,thyroid,hormone
description,hypoglycemia,is
description,is,a
description,a,condition
description,condition,characterized
description,characterized,by
description,by,abnormally
description,abnormally,low
description,low,blood
description,blood,sugar
description,sugar,levels
description,osteoarthristis,is
description,is,a
description,a,degenerative
description,degenerative,joint
description,joint,disease
description,disease,that
description,that,affects
description,affects,the
description,the,cartilage
description,cartilage,in
description,in,joints
description,arthritis,is
description,is,inflammation
description,inflammation,of
description,of,one
description,one,or
description,or,more
description,more,joints
description,joints,causing
description,causing,pain
description,pain,and
description,and,stiffness
description,acne,is
description,is,a
description,a,skin
description,skin,condition
description,condition,that
description,that,occurs
description,occurs,when
description,when,hair
description,hair,follicles
description,follicles,become
description,become,clogged
description,clogged,with
description,with,oil
description,oil,and
description,and,dead
description,dead,skin
description,skin,cells
description,urinary,tract
description,tract,infection
description,infection,is
description,is,an
description,an,infection
description,infection,in
description,in,any
description,any,part
description,part,of
description,of,the
description,the,urinary
description,urinary,system
description,psoriasis,is
description,is,a
description,a,chronic
description,chronic,skin
description,skin,condition
description,condition,characterized
description,characterized,by
description,by,red
description,red,itchy
description,itchy,and
description,and,scaly
description,scaly,patches
description,impetigo,is
description,is,a
description,a,highly
description,highly,contagious
description,contagious,skin
description,skin,infection
description,infection,causing
description,causing,red
description,red,sores
description,sores,that
description,that,can
description,can,break
description,break,open
description,fungal,infection
description,infection,is
description,is,a
description,a,common
description,common,skin
description,skin,condition
description,condition,caused
description,caused,by
description,by,fungi
description,allergy,is
description,is,an
description,an,immune
description,immune,system
description,system,reaction
description,reaction,to
description,to,a
description,a,substance
description,substance,in
description,in,the
description,the,environment
description,gerd,gastroesophageal
description,gastroesophageal,reflux
description,reflux,disease
description,disease,is
description,is,a
description,a,digestive
description,digestive,disorder
description,disorder,that
description,that,affects
description,affects,the
description,the,lower
description,lower,esophageal
description,esophageal,sphincter
description,chronic,cholestasis
description,cholestasis,is
description,is,a
description,a,condition
description,condition,where
description,where,bile
description,bile,flow
description,flow,from
description,from,the
description,the,liver
description,liver,is
description,is,reduced
description,reduced,for
description,for,a
description,a,prolonged
description,prolonged,period
description,drug,reaction
description,reaction,occurs
description,occurs,when
description,when,the
description,the,body
description,body,reacts
description,reacts,adversely
description,adversely,to
description,to,a
description,a,medication
description,aids,acquired
description,acquired,immunodeficiency
description,immunodeficiency,syndrome
description,syndrome,is
description,is,a
description,a,disease
description,disease,caused
description,caused,by
description,by,hiv
description,hiv,that
description,that,weakens
description,weakens,the
description,the,immune
description,immune,system
description,gastroenteritis,is
description,is,an
description,an,inflammation
description,inflammation,of
description,of,the
description,the,stomach
description,stomach,and
description,and,intestines
description,intestines,typically
description,typically,caused
description,caused,by
description,by,a
description,a,virus
description,virus,or
description,or,bacteria
description,bronchial,asthma
description,asthma,is
description,is,a
description,a,respiratory
description,respiratory,condition
description,condition,characterized
description,characterized,by
description,by,inflammation
description,inflammation,of
description,of,the
description,the,airways
description,migraine,is
description,is,a
description,a,type
description,type,of
description,of,headache
description,headache,that
description,that,often
description,often,involves
description,involves,severe
description,severe,pain
description,pain,and
description,and,sensitivity
description,sensitivity,to
description,to,light
description,light,and
description,and,sound
description,cervical,spondylosis
description,spondylosis,is
description,is,a
description,a,degenerative
description,degenerative,condition
description,condition,of
description,of,the
description,the,cervical
description,cervical,spine
description,paralysis,brain
description,brain,hemorrhage
description,hemorrhage,refers
description,refers,to
description,to,the
description,the,loss
description,loss,of
description,of,muscle
description,muscle,function
description,function,due
description,due,to
description,to,bleeding
description,bleeding,in
description,in,the
description,the,brain
description,jaundice,is
description,is,a
description,a,yellow
description,yellow,discoloration
description,discoloration,of
description,of,the
description,the,skin
description,skin,and
description,and,eyes
description,eyes,often
description,often,indicating
description,indicating,liver
description,liver,problems
description,malaria,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,infectious
description,infectious,disease
description,disease,affecting
description,affecting,humans
description,humans,and
description,and,other
description,other,animals
description,chicken,pox
description,pox,is
description,is,a
description,a,highly
description,highly,contagious
description,contagious,viral
description,viral,infection
description,infection,causing
description,causing,an
description,an,itchy
description,itchy,rash
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,typhoid,is
description,is,a
description,a,bacterial
description,bacterial,infection
description,infection,that
description,that,can
description,can,lead
description,lead,to
description,to,a
description,a,high
description,high,fever
description,fever,and
description,and,gastrointestinal
description,gastrointestinal,symptoms
description,hepatitis,a
description,a,is
description,is,a
description,a,viral
description,viral,liver
description,liver,disease
description,hepatitis,b
description,b,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,attacks
description,attacks,the
description,the,liver
description,hepatitis,c
description,c,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,causes
description,causes,liver
description,liver,inflammation
description,hepatitis,d
description,d,is
description,is,a
description,a,serious
description,serious,liver
description,liver,disease
description,disease,caused
description,caused,by
description,by,the
description,the,hepatitis
description,hepatitis,d
description,d,virus
description,hepatitis,e
description,e,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,causes
description,causes,liver
description,liver,inflammation
description,alcoholic,hepatitis
description,hepatitis,is
description,is,inflammation
description,inflammation,of
description,of,the
description,the,liver
description,liver,due
description,due,to
description,to,alcohol
description,alcohol,consumption
description,tuberculosis,is
description,is,a
description,a,bacterial
description,bacterial,infection
description,infection,that
description,that,primarily
description,primarily,affects
description,affects,the
description,the,lungs
description,common,cold
description,cold,is
description,is,a
description,a,viral
description,viral,infection
description,infection,of
description,of,the
description,the,upper
description,upper,respiratory
description,respiratory,tract
description,pneumonia,is
description,is,an
description,an,inflammatory
description,inflammatory,condition
description,condition,affecting
description,affecting,the
description,the,air
description,air,sacs
description,sacs,in
description,in,the
description,the,lungs
description,dimorphic,hemmorhoids
description,hemmorhoids,piles
description,piles,is
description,is,a
description,a,condition
description,condition,characterized
description,characterized,by
description,by,swollen
description,swollen,blood
description,blood,vessels
description,vessels,in
description,in,the
description,the,rectum
description,heart,attack
description,attack,is
description,is,a
description,a,sudden
description,sudden,and
description,and,severe
description,severe,reduction
description,reduction,in
description,in,blood
description,blood,flow
description,flow,to
description,to,the
description,the,heart
description,heart,muscle
description,varicose,veins
description,veins,are
description,are,enlarged
description,enlarged,twisted
description,twisted,veins
description,veins,that
description,that,usually
description,usually,appear
description,appear,on
description,on,the
description,the,legs
description,hypothyroidism,is
description,is,a
description,a,condition
description,condition,where
description,where,the
description,the,thyroid
description,thyroid,gland
description,gland,doesn
description,doesn,t
description,t,produce
description,produce,enough
description,enough,thyroid
description,thyroid,hormone
description,hyperthyroidism,is
description,is,a
description,a,condition
description,condition,where
description,where,the
description,the,thyroid
description,thyroid,gland
description,gland,produces
description,produces,too
description,too,much
description,much,thyroid
description,thyroid,hormone
description,hypoglycemia,is
description,is,a
description,a,condition
description,condition,characterized
description,characterized,by
description,by,abnormally
description,abnormally,low
description,low,blood
description,blood,sugar
description,sugar,levels
description,osteoarthristis,is
description,is,a
description,a,degenerative
description,degenerative,joint
description,joint,disease
description,disease,that
description,that,affects
description,affects,the
description,the,cartilage
description,cartilage,in
description,in,joints
description,arthritis,is
description,is,inflammation
description,inflammation,of
description,of,one
description,one,or
description,or,more
description,more,joints
description,joints,causing
description,causing,pain
description,pain,and
description,and,stiffness
description,acne,is
description,is,a
description,a,skin
description,skin,condition
description,condition,that
description,that,occurs
description,occurs,when
description,when,hair
description,hair,follicles
description,follicles,become
description,become,clogged
description,clogged,with
description,with,oil
description,oil,and
description,and,dead
description,dead,skin
description,skin,cells
description,urinary,tract
description,tract,infection
description,infection,is
description,is,an
description,an,infection
description,infection,in
description,in,any
description,any,part
description,part,of
description,of,the
description,the,urinary
description,urinary,system
description,psoriasis,is
description,is,a
description,a,chronic
description,chronic,skin
description,skin,condition
description,condition,characterized
description,characterized,by
description,by,red
description,red,itchy
description,itchy,and
description,and,scaly
description,scaly,patches
description,impetigo,is
description,is,a
description,a,highly
description,highly,contagious
description,contagious,skin
description,skin,infection
description,infection,causing
description,causing,red
description,red,sores
description,sores,that
description,that,can
description,can,break
description,break,open
description,fungal,infection
description,infection,is
description,is,a
description,a,common
description,common,skin
description,skin,condition
description,condition,caused
description,caused,by
description,by,fungi
description,allergy,is
description,is,an
description,an,immune
description,immune,system
description,system,reaction
description,reaction,to
description,to,a
description,a,substance
description,substance,in
description,in,the
description,the,environment
description,gerd,gastroesophageal
description,gastroesophageal,reflux
description,reflux,disease
description,disease,is
description,is,a
description,a,digestive
description,digestive,disorder
description,disorder,that
description,that,affects
description,affects,the
description,the,lower
description,lower,esophageal
description,esophageal,sphincter
description,chronic,cholestasis
description,cholestasis,is
description,is,a
description,a,condition
description,condition,where
description,where,bile
description,bile,flow
description,flow,from
description,from,the
description,the,liver
description,liver,is
description,is,reduced
description,reduced,for
description,for,a
description,a,prolonged
description,prolonged,period
description,drug,reaction
description,reaction,occurs
description,occurs,when
description,when,the
description,the,body
description,body,reacts
description,reacts,adversely
description,adversely,to
description,to,a
description,a,medication
description,aids,acquired
description,acquired,immunodeficiency
description,immunodeficiency,syndrome
description,syndrome,is
description,is,a
description,a,disease
description,disease,caused
description,caused,by
description,by,hiv
description,hiv,that
description,that,weakens
description,weakens,the
description,the,immune
description,immune,system
description,gastroenteritis,is
description,is,an
description,an,inflammation
description,inflammation,of
description,of,the
description,the,stomach
description,stomach,and
description,and,intestines
description,intestines,typically
description,typically,caused
description,caused,by
description,by,a
description,a,virus
description,virus,or
description,or,bacteria
description,bronchial,asthma
description,asthma,is
description,is,a
description,a,respiratory
description,respiratory,condition
description,condition,characterized
description,characterized,by
description,by,inflammation
description,inflammation,of
description,of,the
description,the,airways
description,migraine,is
description,is,a
description,a,type
description,type,of
description,of,headache
description,headache,that
description,that,often
description,often,involves
description,involves,severe
description,severe,pain
description,pain,and
description,and,sensitivity
description,sensitivity,to
description,to,light
description,light,and
description,and,sound
description,cervical,spondylosis
description,spondylosis,is
description,is,a
description,a,degenerative
description,degenerative,condition
description,condition,of
description,of,the
description,the,cervical
description,cervical,spine
description,paralysis,brain
description,brain,hemorrhage
description,hemorrhage,refers
description,refers,to
description,to,the
description,the,loss
description,loss,of
description,of,muscle
description,muscle,function
description,function,due
description,due,to
description,to,bleeding
description,bleeding,in
description,in,the
description,the,brain
description,jaundice,is
description,is,a
description,a,yellow
description,yellow,discoloration
description,discoloration,of
description,of,the
description,the,skin
description,skin,and
description,and,eyes
description,eyes,often
description,often,indicating
description,indicating,liver
description,liver,problems
description,malaria,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,infectious
description,infectious,disease
description,disease,affecting
description,affecting,humans
description,humans,and
description,and,other
description,other,animals
description,chicken,pox
description,pox,is
description,is,a
description,a,highly
description,highly,contagious
description,contagious,viral
description,viral,infection
description,infection,causing
description,causing,an
description,an,itchy
description,itchy,rash
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,typhoid,is
description,is,a
description,a,bacterial
description,bacterial,infection
description,infection,that
description,that,can
description,can,lead
description,lead,to
description,to,a
description,a,high
description,high,fever
description,fever,and
description,and,gastrointestinal
description,gastrointestinal,symptoms
description,hepatitis,a
description,a,is
description,is,a
description,a,viral
description,viral,liver
description,liver,disease
description,hepatitis,b
description,b,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,attacks
description,attacks,the
description,the,liver
description,hepatitis,c
description,c,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,causes
description,causes,liver
description,liver,inflammation
description,hepatitis,d
description,d,is
description,is,a
description,a,serious
description,serious,liver
description,liver,disease
description,disease,caused
description,caused,by
description,by,the
description,the,hepatitis
description,hepatitis,d
description,d,virus
description,hepatitis,e
description,e,is
description,is,a
description,a,viral
description,viral,infection
description,infection,that
description,that,causes
description,causes,liver
description,liver,inflammation
description,alcoholic,hepatitis
description,hepatitis,is
description,is,inflammation
description,inflammation,of
description,of,the
description,the,liver
description,liver,due
description,due,to
description,to,alcohol
description,alcohol,consumption
description,tuberculosis,is
description,is,a
