Disease,description,workout,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Diet_1,Diet_2,Diet_3,Diet_4,Medication_1,Medication_2,Medication_3,Medication_4,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,Stay hydrated, burning_micturition, bladder_discomfort, continuous_feel_of_urine,,UTI Diet,Hydration,Cranberry juice,Probiotics,Antibiotics,Urinary analgesics,Phenazopyridine,Antispasmodics,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,Stay hydrated, burning_micturition, bladder_discomfort, foul_smell_of urine,,UTI Diet,Hydration,Cranberry juice,Probiotics,Antibiotics,Urinary analgesics,Phenazopyridine,Antispasmodics,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,Stay hydrated, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,UTI Diet,Hydration,Cranberry juice,Probiotics,Antibiotics,Urinary analgesics,Phenazopyridine,Antispasmodics,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,Stay hydrated, burning_micturition, bladder_discomfort, continuous_feel_of_urine,,UTI Diet,Hydration,Cranberry juice,Probiotics,Antibiotics,Urinary analgesics,Phenazopyridine,Antispasmodics,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,Stay hydrated, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,UTI Diet,Hydration,Cranberry juice,Probiotics,Antibiotics,Urinary analgesics,Phenazopyridine,Antispasmodics,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,Stay hydrated, burning_micturition, bladder_discomfort, continuous_feel_of_urine,,UTI Diet,Hydration,Cranberry juice,Probiotics,Antibiotics,Urinary analgesics,Phenazopyridine,Antispasmodics,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, joint_pain, skin_peeling, small_dents_in_nails,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.",Consume anti-inflammatory foods, skin_rash, joint_pain, skin_peeling, silver_like_dusting,Psoriasis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Topical treatments,Phototherapy,Systemic medications,Biologics,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, high_fever, blister, red_sore_around_nose,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, high_fever, blister, red_sore_around_nose,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, high_fever, blister, yellow_crust_ooze,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, high_fever, blister, red_sore_around_nose,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, high_fever, blister, red_sore_around_nose,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,Maintain good hygiene, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,Impetigo Diet,Antibiotic treatment,Fruits and vegetables,Hydration,Topical antibiotics,Oral antibiotics,Antiseptics,Ointments,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods, skin_rash, nodal_skin_eruptions, dischromic _patches,,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods,itching, nodal_skin_eruptions, dischromic _patches,,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods,itching, skin_rash, dischromic _patches,,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods,itching, skin_rash, nodal_skin_eruptions,,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods, skin_rash, nodal_skin_eruptions, dischromic _patches,,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods,itching, nodal_skin_eruptions, dischromic _patches,,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods,itching, skin_rash, dischromic _patches,,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods,itching, skin_rash, nodal_skin_eruptions,,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Fungal infection,Fungal infection is a common skin condition caused by fungi.,Avoid sugary foods,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,Antifungal Diet,Probiotics,Garlic,Coconut oil,Antifungal Cream,Fluconazole,Terbinafine,Clotrimazole,bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, continuous_sneezing, shivering, chills, watering_from_eyes,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, shivering, chills, watering_from_eyes,,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, continuous_sneezing, chills, watering_from_eyes,,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, continuous_sneezing, shivering, watering_from_eyes,,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, continuous_sneezing, shivering, chills,,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, shivering, chills, watering_from_eyes,,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, continuous_sneezing, chills, watering_from_eyes,,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, continuous_sneezing, shivering, watering_from_eyes,,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, continuous_sneezing, shivering, chills,,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
Allergy,Allergy is an immune system reaction to a substance in the environment.,Avoid allergenic foods, continuous_sneezing, shivering, chills, watering_from_eyes,Elimination Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Decongestants,Epinephrine,Corticosteroids,apply calamine,cover area with bandage,,use ice to compress itching
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, acidity, ulcers_on_tongue, vomiting,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, ulcers_on_tongue, vomiting, cough,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, acidity, vomiting, cough,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, acidity, ulcers_on_tongue, cough,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, acidity, ulcers_on_tongue, vomiting,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, acidity, ulcers_on_tongue, vomiting,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, acidity, ulcers_on_tongue, vomiting, cough,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, ulcers_on_tongue, vomiting, cough,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, acidity, vomiting, cough,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,Consume smaller meals, stomach_pain, acidity, ulcers_on_tongue, cough,Low-Acid Diet,Fiber-rich foods,Ginger,Licorice,Proton Pump Inhibitors (PPIs),H2 Blockers,Antacids,Prokinetics,avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, vomiting, yellowish_skin, nausea,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet, vomiting, yellowish_skin, nausea, loss_of_appetite,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, yellowish_skin, nausea, loss_of_appetite,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, vomiting, nausea, loss_of_appetite,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, vomiting, yellowish_skin, loss_of_appetite,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, vomiting, yellowish_skin, nausea,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, vomiting, yellowish_skin, nausea,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, vomiting, yellowish_skin, nausea,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, vomiting, yellowish_skin, nausea,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,Consume a low-fat diet,itching, vomiting, yellowish_skin, nausea,Low-Fat Diet,High-Fiber Diet,Lean proteins,Whole grains,Ursodeoxycholic acid,Cholestyramine,Methotrexate,Corticosteroids,cold baths,anti itch medicine,consult doctor,eat healthy
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, skin_rash, stomach_pain, burning_micturition,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, stomach_pain, burning_micturition, spotting_ urination,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, skin_rash, burning_micturition, spotting_ urination,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, skin_rash, stomach_pain, spotting_ urination,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, skin_rash, stomach_pain, burning_micturition,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication, skin_rash, stomach_pain, burning_micturition, spotting_ urination,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, stomach_pain, burning_micturition, spotting_ urination,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, skin_rash, burning_micturition, spotting_ urination,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, skin_rash, stomach_pain, spotting_ urination,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,Discontinue offending medication,itching, skin_rash, stomach_pain, burning_micturition,Antihistamine Diet,Omega-3-rich foods,Vitamin C-rich foods,Quercetin-rich foods,Antihistamines,Epinephrine,Corticosteroids,Antibiotics,stop irritation,consult nearest hospital,stop taking drug,follow up
Peptic ulcer diseae,,, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,,, vomiting, indigestion, abdominal_pain, passage_of_gases,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,,, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,,, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,,, vomiting, indigestion, abdominal_pain, passage_of_gases,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,,, vomiting, indigestion, loss_of_appetite, passage_of_gases,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,,, vomiting, indigestion, loss_of_appetite, abdominal_pain,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,,, vomiting, indigestion, loss_of_appetite, abdominal_pain,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,,, vomiting, indigestion, loss_of_appetite, abdominal_pain,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
Peptic ulcer diseae,,, vomiting, indigestion, loss_of_appetite, abdominal_pain,,,,,,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,Follow a balanced and nutritious diet, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,Balanced Diet,Protein-rich foods,Fruits and vegetables,Whole grains,Antiretroviral drugs,Protease inhibitors,Integrase inhibitors,Entry inhibitors,avoid open cuts,wear ppe if possible,consult doctor,follow up
